health_region,type_of_expenditure,activity,contents,year,value,type_of_service,occupation
Psykiatrien i  Vestfold HF (2002-2011),NA,NA,Contracted man-years unadjusted for long term leaves,2008,NA,Shared services,Other occupations
Psykiatrien i  Vestfold HF (2002-2011),NA,NA,Contracted man-years unadjusted for long term leaves,2020,NA,Shared services,Other occupations
Psykiatrien i  Vestfold HF (2002-2011),NA,NA,Contracted man-years unadjusted for long term leaves,2021,NA,Shared services,Other occupations
Psykiatrien i  Vestfold HF (2002-2011),NA,NA,Contracted man-years adjusted for long term leaves per 1 000 inhabitants,2008,NA,Shared services,Other occupations
Psykiatrien i  Vestfold HF (2002-2011),NA,NA,Contracted man-years adjusted for long term leaves per 1 000 inhabitants,2020,NA,Shared services,Other occupations
Psykiatrien i  Vestfold HF (2002-2011),NA,NA,Contracted man-years adjusted for long term leaves per 1 000 inhabitants,2021,NA,Shared services,Other occupations
Psykiatrien i  Vestfold HF (2002-2011),NA,NA,Employed persons per 1 000 inhabitants,2008,NA,Shared services,Other occupations
Psykiatrien i  Vestfold HF (2002-2011),NA,NA,Employed persons per 1 000 inhabitants,2020,NA,Shared services,Other occupations
Psykiatrien i  Vestfold HF (2002-2011),NA,NA,Employed persons per 1 000 inhabitants,2021,NA,Shared services,Other occupations
Sunnaas sykehus HF,NA,NA,Contracted man-years unadjusted for long term leaves,2008,NA,Total,"Man years, total"
Sunnaas sykehus HF,NA,NA,Contracted man-years unadjusted for long term leaves,2020,NA,Total,"Man years, total"
Sunnaas sykehus HF,NA,NA,Contracted man-years unadjusted for long term leaves,2021,NA,Total,"Man years, total"
Sunnaas sykehus HF,NA,NA,Contracted man-years adjusted for long term leaves per 1 000 inhabitants,2008,NA,Total,"Man years, total"
Sunnaas sykehus HF,NA,NA,Contracted man-years adjusted for long term leaves per 1 000 inhabitants,2020,NA,Total,"Man years, total"
Sunnaas sykehus HF,NA,NA,Contracted man-years adjusted for long term leaves per 1 000 inhabitants,2021,NA,Total,"Man years, total"
Sunnaas sykehus HF,NA,NA,Employed persons per 1 000 inhabitants,2008,NA,Total,"Man years, total"
Sunnaas sykehus HF,NA,NA,Employed persons per 1 000 inhabitants,2020,NA,Total,"Man years, total"
Sunnaas sykehus HF,NA,NA,Employed persons per 1 000 inhabitants,2021,NA,Total,"Man years, total"
Sunnaas sykehus HF,NA,NA,Contracted man-years unadjusted for long term leaves,2008,NA,Total,"Service, technical  and/or operating procedures"
Sunnaas sykehus HF,NA,NA,Contracted man-years unadjusted for long term leaves,2020,NA,Total,"Service, technical  and/or operating procedures"
Sunnaas sykehus HF,NA,NA,Contracted man-years unadjusted for long term leaves,2021,NA,Total,"Service, technical  and/or operating procedures"
Sunnaas sykehus HF,NA,NA,Contracted man-years adjusted for long term leaves per 1 000 inhabitants,2008,NA,Total,"Service, technical  and/or operating procedures"
Sunnaas sykehus HF,NA,NA,Contracted man-years adjusted for long term leaves per 1 000 inhabitants,2020,NA,Total,"Service, technical  and/or operating procedures"
Sunnaas sykehus HF,NA,NA,Contracted man-years adjusted for long term leaves per 1 000 inhabitants,2021,NA,Total,"Service, technical  and/or operating procedures"
Sunnaas sykehus HF,NA,NA,Employed persons per 1 000 inhabitants,2008,NA,Total,"Service, technical  and/or operating procedures"
Sunnaas sykehus HF,NA,NA,Employed persons per 1 000 inhabitants,2020,NA,Total,"Service, technical  and/or operating procedures"
Sunnaas sykehus HF,NA,NA,Employed persons per 1 000 inhabitants,2021,NA,Total,"Service, technical  and/or operating procedures"
Sunnaas sykehus HF,NA,NA,Contracted man-years unadjusted for long term leaves,2008,NA,Total,Other occupations
Sunnaas sykehus HF,NA,NA,Contracted man-years unadjusted for long term leaves,2020,NA,Total,Other occupations
Sunnaas sykehus HF,NA,NA,Contracted man-years unadjusted for long term leaves,2021,NA,Total,Other occupations
Sunnaas sykehus HF,NA,NA,Contracted man-years adjusted for long term leaves per 1 000 inhabitants,2008,NA,Total,Other occupations
Sunnaas sykehus HF,NA,NA,Contracted man-years adjusted for long term leaves per 1 000 inhabitants,2020,NA,Total,Other occupations
Sunnaas sykehus HF,NA,NA,Contracted man-years adjusted for long term leaves per 1 000 inhabitants,2021,NA,Total,Other occupations
Sunnaas sykehus HF,NA,NA,Employed persons per 1 000 inhabitants,2008,NA,Total,Other occupations
Sunnaas sykehus HF,NA,NA,Employed persons per 1 000 inhabitants,2020,NA,Total,Other occupations
Sunnaas sykehus HF,NA,NA,Employed persons per 1 000 inhabitants,2021,NA,Total,Other occupations
Sunnaas sykehus HF,NA,NA,Contracted man-years unadjusted for long term leaves,2008,NA,Ambulance service,"Man years, total"
Sunnaas sykehus HF,NA,NA,Contracted man-years unadjusted for long term leaves,2020,NA,Ambulance service,"Man years, total"
Sunnaas sykehus HF,NA,NA,Contracted man-years unadjusted for long term leaves,2021,NA,Ambulance service,"Man years, total"
Sunnaas sykehus HF,NA,NA,Contracted man-years adjusted for long term leaves per 1 000 inhabitants,2008,NA,Ambulance service,"Man years, total"
Sunnaas sykehus HF,NA,NA,Contracted man-years adjusted for long term leaves per 1 000 inhabitants,2020,NA,Ambulance service,"Man years, total"
Sunnaas sykehus HF,NA,NA,Contracted man-years adjusted for long term leaves per 1 000 inhabitants,2021,NA,Ambulance service,"Man years, total"
Sunnaas sykehus HF,NA,NA,Employed persons per 1 000 inhabitants,2008,NA,Ambulance service,"Man years, total"
Sunnaas sykehus HF,NA,NA,Employed persons per 1 000 inhabitants,2020,NA,Ambulance service,"Man years, total"
Sunnaas sykehus HF,NA,NA,Employed persons per 1 000 inhabitants,2021,NA,Ambulance service,"Man years, total"
Sunnaas sykehus HF,NA,NA,Contracted man-years unadjusted for long term leaves,2008,NA,Ambulance service,"Service, technical  and/or operating procedures"
Sunnaas sykehus HF,NA,NA,Contracted man-years unadjusted for long term leaves,2020,NA,Ambulance service,"Service, technical  and/or operating procedures"
Sunnaas sykehus HF,NA,NA,Contracted man-years unadjusted for long term leaves,2021,NA,Ambulance service,"Service, technical  and/or operating procedures"
Sunnaas sykehus HF,NA,NA,Contracted man-years adjusted for long term leaves per 1 000 inhabitants,2008,NA,Ambulance service,"Service, technical  and/or operating procedures"
Sunnaas sykehus HF,NA,NA,Contracted man-years adjusted for long term leaves per 1 000 inhabitants,2020,NA,Ambulance service,"Service, technical  and/or operating procedures"
Sunnaas sykehus HF,NA,NA,Contracted man-years adjusted for long term leaves per 1 000 inhabitants,2021,NA,Ambulance service,"Service, technical  and/or operating procedures"
Sunnaas sykehus HF,NA,NA,Employed persons per 1 000 inhabitants,2008,NA,Ambulance service,"Service, technical  and/or operating procedures"
Sunnaas sykehus HF,NA,NA,Employed persons per 1 000 inhabitants,2020,NA,Ambulance service,"Service, technical  and/or operating procedures"
Sunnaas sykehus HF,NA,NA,Employed persons per 1 000 inhabitants,2021,NA,Ambulance service,"Service, technical  and/or operating procedures"
Sunnaas sykehus HF,NA,NA,Contracted man-years unadjusted for long term leaves,2008,NA,Ambulance service,Other occupations
Sunnaas sykehus HF,NA,NA,Contracted man-years unadjusted for long term leaves,2020,NA,Ambulance service,Other occupations
Sunnaas sykehus HF,NA,NA,Contracted man-years unadjusted for long term leaves,2021,NA,Ambulance service,Other occupations
Sunnaas sykehus HF,NA,NA,Contracted man-years adjusted for long term leaves per 1 000 inhabitants,2008,NA,Ambulance service,Other occupations
Sunnaas sykehus HF,NA,NA,Contracted man-years adjusted for long term leaves per 1 000 inhabitants,2020,NA,Ambulance service,Other occupations
Sunnaas sykehus HF,NA,NA,Contracted man-years adjusted for long term leaves per 1 000 inhabitants,2021,NA,Ambulance service,Other occupations
Sunnaas sykehus HF,NA,NA,Employed persons per 1 000 inhabitants,2008,NA,Ambulance service,Other occupations
Sunnaas sykehus HF,NA,NA,Employed persons per 1 000 inhabitants,2020,NA,Ambulance service,Other occupations
Sunnaas sykehus HF,NA,NA,Employed persons per 1 000 inhabitants,2021,NA,Ambulance service,Other occupations
Sunnaas sykehus HF,NA,NA,Contracted man-years unadjusted for long term leaves,2008,NA,Shared services,"Man years, total"
Sunnaas sykehus HF,NA,NA,Contracted man-years unadjusted for long term leaves,2020,NA,Shared services,"Man years, total"
Sunnaas sykehus HF,NA,NA,Contracted man-years unadjusted for long term leaves,2021,NA,Shared services,"Man years, total"
Sunnaas sykehus HF,NA,NA,Contracted man-years adjusted for long term leaves per 1 000 inhabitants,2008,NA,Shared services,"Man years, total"
Sunnaas sykehus HF,NA,NA,Contracted man-years adjusted for long term leaves per 1 000 inhabitants,2020,NA,Shared services,"Man years, total"
Sunnaas sykehus HF,NA,NA,Contracted man-years adjusted for long term leaves per 1 000 inhabitants,2021,NA,Shared services,"Man years, total"
Sunnaas sykehus HF,NA,NA,Employed persons per 1 000 inhabitants,2008,NA,Shared services,"Man years, total"
Sunnaas sykehus HF,NA,NA,Employed persons per 1 000 inhabitants,2020,NA,Shared services,"Man years, total"
Sunnaas sykehus HF,NA,NA,Employed persons per 1 000 inhabitants,2021,NA,Shared services,"Man years, total"
Sunnaas sykehus HF,NA,NA,Contracted man-years unadjusted for long term leaves,2008,NA,Shared services,"Service, technical  and/or operating procedures"
Sunnaas sykehus HF,NA,NA,Contracted man-years unadjusted for long term leaves,2020,NA,Shared services,"Service, technical  and/or operating procedures"
Sunnaas sykehus HF,NA,NA,Contracted man-years unadjusted for long term leaves,2021,NA,Shared services,"Service, technical  and/or operating procedures"
Sunnaas sykehus HF,NA,NA,Contracted man-years adjusted for long term leaves per 1 000 inhabitants,2008,NA,Shared services,"Service, technical  and/or operating procedures"
Sunnaas sykehus HF,NA,NA,Contracted man-years adjusted for long term leaves per 1 000 inhabitants,2020,NA,Shared services,"Service, technical  and/or operating procedures"
Sunnaas sykehus HF,NA,NA,Contracted man-years adjusted for long term leaves per 1 000 inhabitants,2021,NA,Shared services,"Service, technical  and/or operating procedures"
Sunnaas sykehus HF,NA,NA,Employed persons per 1 000 inhabitants,2008,NA,Shared services,"Service, technical  and/or operating procedures"
Sunnaas sykehus HF,NA,NA,Employed persons per 1 000 inhabitants,2020,NA,Shared services,"Service, technical  and/or operating procedures"
Sunnaas sykehus HF,NA,NA,Employed persons per 1 000 inhabitants,2021,NA,Shared services,"Service, technical  and/or operating procedures"
Sunnaas sykehus HF,NA,NA,Contracted man-years unadjusted for long term leaves,2008,NA,Shared services,Other occupations
Sunnaas sykehus HF,NA,NA,Contracted man-years unadjusted for long term leaves,2020,NA,Shared services,Other occupations
Sunnaas sykehus HF,NA,NA,Contracted man-years unadjusted for long term leaves,2021,NA,Shared services,Other occupations
Sunnaas sykehus HF,NA,NA,Contracted man-years adjusted for long term leaves per 1 000 inhabitants,2008,NA,Shared services,Other occupations
Sunnaas sykehus HF,NA,NA,Contracted man-years adjusted for long term leaves per 1 000 inhabitants,2020,NA,Shared services,Other occupations
Sunnaas sykehus HF,NA,NA,Contracted man-years adjusted for long term leaves per 1 000 inhabitants,2021,NA,Shared services,Other occupations
Sunnaas sykehus HF,NA,NA,Employed persons per 1 000 inhabitants,2008,NA,Shared services,Other occupations
Sunnaas sykehus HF,NA,NA,Employed persons per 1 000 inhabitants,2020,NA,Shared services,Other occupations
Sunnaas sykehus HF,NA,NA,Employed persons per 1 000 inhabitants,2021,NA,Shared services,Other occupations
Akershus universitetssykehus HF,NA,NA,Contracted man-years unadjusted for long term leaves,2008,NA,Total,"Man years, total"
Akershus universitetssykehus HF,NA,NA,Contracted man-years unadjusted for long term leaves,2020,NA,Total,"Man years, total"
Akershus universitetssykehus HF,NA,NA,Contracted man-years unadjusted for long term leaves,2021,NA,Total,"Man years, total"
Akershus universitetssykehus HF,NA,NA,Contracted man-years adjusted for long term leaves per 1 000 inhabitants,2008,NA,Total,"Man years, total"
Akershus universitetssykehus HF,NA,NA,Contracted man-years adjusted for long term leaves per 1 000 inhabitants,2020,NA,Total,"Man years, total"
Akershus universitetssykehus HF,NA,NA,Contracted man-years adjusted for long term leaves per 1 000 inhabitants,2021,NA,Total,"Man years, total"
Akershus universitetssykehus HF,NA,NA,Employed persons per 1 000 inhabitants,2008,NA,Total,"Man years, total"
Akershus universitetssykehus HF,NA,NA,Employed persons per 1 000 inhabitants,2020,NA,Total,"Man years, total"
Akershus universitetssykehus HF,NA,NA,Employed persons per 1 000 inhabitants,2021,NA,Total,"Man years, total"
Akershus universitetssykehus HF,NA,NA,Contracted man-years unadjusted for long term leaves,2008,NA,Total,"Service, technical  and/or operating procedures"
Akershus universitetssykehus HF,NA,NA,Contracted man-years unadjusted for long term leaves,2020,NA,Total,"Service, technical  and/or operating procedures"
Akershus universitetssykehus HF,NA,NA,Contracted man-years unadjusted for long term leaves,2021,NA,Total,"Service, technical  and/or operating procedures"
Akershus universitetssykehus HF,NA,NA,Contracted man-years adjusted for long term leaves per 1 000 inhabitants,2008,NA,Total,"Service, technical  and/or operating procedures"
Akershus universitetssykehus HF,NA,NA,Contracted man-years adjusted for long term leaves per 1 000 inhabitants,2020,NA,Total,"Service, technical  and/or operating procedures"
Akershus universitetssykehus HF,NA,NA,Contracted man-years adjusted for long term leaves per 1 000 inhabitants,2021,NA,Total,"Service, technical  and/or operating procedures"
Akershus universitetssykehus HF,NA,NA,Employed persons per 1 000 inhabitants,2008,NA,Total,"Service, technical  and/or operating procedures"
Akershus universitetssykehus HF,NA,NA,Employed persons per 1 000 inhabitants,2020,NA,Total,"Service, technical  and/or operating procedures"
Akershus universitetssykehus HF,NA,NA,Employed persons per 1 000 inhabitants,2021,NA,Total,"Service, technical  and/or operating procedures"
Akershus universitetssykehus HF,NA,NA,Contracted man-years unadjusted for long term leaves,2008,NA,Total,Other occupations
Akershus universitetssykehus HF,NA,NA,Contracted man-years unadjusted for long term leaves,2020,NA,Total,Other occupations
Akershus universitetssykehus HF,NA,NA,Contracted man-years unadjusted for long term leaves,2021,NA,Total,Other occupations
Akershus universitetssykehus HF,NA,NA,Contracted man-years adjusted for long term leaves per 1 000 inhabitants,2008,NA,Total,Other occupations
Akershus universitetssykehus HF,NA,NA,Contracted man-years adjusted for long term leaves per 1 000 inhabitants,2020,NA,Total,Other occupations
Akershus universitetssykehus HF,NA,NA,Contracted man-years adjusted for long term leaves per 1 000 inhabitants,2021,NA,Total,Other occupations
Akershus universitetssykehus HF,NA,NA,Employed persons per 1 000 inhabitants,2008,NA,Total,Other occupations
Akershus universitetssykehus HF,NA,NA,Employed persons per 1 000 inhabitants,2020,NA,Total,Other occupations
Akershus universitetssykehus HF,NA,NA,Employed persons per 1 000 inhabitants,2021,NA,Total,Other occupations
Akershus universitetssykehus HF,NA,NA,Contracted man-years unadjusted for long term leaves,2008,NA,Ambulance service,"Man years, total"
Akershus universitetssykehus HF,NA,NA,Contracted man-years unadjusted for long term leaves,2020,NA,Ambulance service,"Man years, total"
Akershus universitetssykehus HF,NA,NA,Contracted man-years unadjusted for long term leaves,2021,NA,Ambulance service,"Man years, total"
Akershus universitetssykehus HF,NA,NA,Contracted man-years adjusted for long term leaves per 1 000 inhabitants,2008,NA,Ambulance service,"Man years, total"
Akershus universitetssykehus HF,NA,NA,Contracted man-years adjusted for long term leaves per 1 000 inhabitants,2020,NA,Ambulance service,"Man years, total"
Akershus universitetssykehus HF,NA,NA,Contracted man-years adjusted for long term leaves per 1 000 inhabitants,2021,NA,Ambulance service,"Man years, total"
Akershus universitetssykehus HF,NA,NA,Employed persons per 1 000 inhabitants,2008,NA,Ambulance service,"Man years, total"
Akershus universitetssykehus HF,NA,NA,Employed persons per 1 000 inhabitants,2020,NA,Ambulance service,"Man years, total"
Akershus universitetssykehus HF,NA,NA,Employed persons per 1 000 inhabitants,2021,NA,Ambulance service,"Man years, total"
Akershus universitetssykehus HF,NA,NA,Contracted man-years unadjusted for long term leaves,2008,NA,Ambulance service,"Service, technical  and/or operating procedures"
Akershus universitetssykehus HF,NA,NA,Contracted man-years unadjusted for long term leaves,2020,NA,Ambulance service,"Service, technical  and/or operating procedures"
Akershus universitetssykehus HF,NA,NA,Contracted man-years unadjusted for long term leaves,2021,NA,Ambulance service,"Service, technical  and/or operating procedures"
Akershus universitetssykehus HF,NA,NA,Contracted man-years adjusted for long term leaves per 1 000 inhabitants,2008,NA,Ambulance service,"Service, technical  and/or operating procedures"
Akershus universitetssykehus HF,NA,NA,Contracted man-years adjusted for long term leaves per 1 000 inhabitants,2020,NA,Ambulance service,"Service, technical  and/or operating procedures"
Akershus universitetssykehus HF,NA,NA,Contracted man-years adjusted for long term leaves per 1 000 inhabitants,2021,NA,Ambulance service,"Service, technical  and/or operating procedures"
Akershus universitetssykehus HF,NA,NA,Employed persons per 1 000 inhabitants,2008,NA,Ambulance service,"Service, technical  and/or operating procedures"
Akershus universitetssykehus HF,NA,NA,Employed persons per 1 000 inhabitants,2020,NA,Ambulance service,"Service, technical  and/or operating procedures"
Akershus universitetssykehus HF,NA,NA,Employed persons per 1 000 inhabitants,2021,NA,Ambulance service,"Service, technical  and/or operating procedures"
Akershus universitetssykehus HF,NA,NA,Contracted man-years unadjusted for long term leaves,2008,NA,Ambulance service,Other occupations
Akershus universitetssykehus HF,NA,NA,Contracted man-years unadjusted for long term leaves,2020,NA,Ambulance service,Other occupations
Akershus universitetssykehus HF,NA,NA,Contracted man-years unadjusted for long term leaves,2021,NA,Ambulance service,Other occupations
Akershus universitetssykehus HF,NA,NA,Contracted man-years adjusted for long term leaves per 1 000 inhabitants,2008,NA,Ambulance service,Other occupations
Akershus universitetssykehus HF,NA,NA,Contracted man-years adjusted for long term leaves per 1 000 inhabitants,2020,NA,Ambulance service,Other occupations
Akershus universitetssykehus HF,NA,NA,Contracted man-years adjusted for long term leaves per 1 000 inhabitants,2021,NA,Ambulance service,Other occupations
Akershus universitetssykehus HF,NA,NA,Employed persons per 1 000 inhabitants,2008,NA,Ambulance service,Other occupations
Akershus universitetssykehus HF,NA,NA,Employed persons per 1 000 inhabitants,2020,NA,Ambulance service,Other occupations
Akershus universitetssykehus HF,NA,NA,Employed persons per 1 000 inhabitants,2021,NA,Ambulance service,Other occupations
Akershus universitetssykehus HF,NA,NA,Contracted man-years unadjusted for long term leaves,2008,NA,Shared services,"Man years, total"
Akershus universitetssykehus HF,NA,NA,Contracted man-years unadjusted for long term leaves,2020,NA,Shared services,"Man years, total"
Akershus universitetssykehus HF,NA,NA,Contracted man-years unadjusted for long term leaves,2021,NA,Shared services,"Man years, total"
Akershus universitetssykehus HF,NA,NA,Contracted man-years adjusted for long term leaves per 1 000 inhabitants,2008,NA,Shared services,"Man years, total"
Akershus universitetssykehus HF,NA,NA,Contracted man-years adjusted for long term leaves per 1 000 inhabitants,2020,NA,Shared services,"Man years, total"
Akershus universitetssykehus HF,NA,NA,Contracted man-years adjusted for long term leaves per 1 000 inhabitants,2021,NA,Shared services,"Man years, total"
Akershus universitetssykehus HF,NA,NA,Employed persons per 1 000 inhabitants,2008,NA,Shared services,"Man years, total"
Akershus universitetssykehus HF,NA,NA,Employed persons per 1 000 inhabitants,2020,NA,Shared services,"Man years, total"
Akershus universitetssykehus HF,NA,NA,Employed persons per 1 000 inhabitants,2021,NA,Shared services,"Man years, total"
Akershus universitetssykehus HF,NA,NA,Contracted man-years unadjusted for long term leaves,2008,NA,Shared services,"Service, technical  and/or operating procedures"
Akershus universitetssykehus HF,NA,NA,Contracted man-years unadjusted for long term leaves,2020,NA,Shared services,"Service, technical  and/or operating procedures"
Akershus universitetssykehus HF,NA,NA,Contracted man-years unadjusted for long term leaves,2021,NA,Shared services,"Service, technical  and/or operating procedures"
Akershus universitetssykehus HF,NA,NA,Contracted man-years adjusted for long term leaves per 1 000 inhabitants,2008,NA,Shared services,"Service, technical  and/or operating procedures"
Akershus universitetssykehus HF,NA,NA,Contracted man-years adjusted for long term leaves per 1 000 inhabitants,2020,NA,Shared services,"Service, technical  and/or operating procedures"
Akershus universitetssykehus HF,NA,NA,Contracted man-years adjusted for long term leaves per 1 000 inhabitants,2021,NA,Shared services,"Service, technical  and/or operating procedures"
Akershus universitetssykehus HF,NA,NA,Employed persons per 1 000 inhabitants,2008,NA,Shared services,"Service, technical  and/or operating procedures"
Akershus universitetssykehus HF,NA,NA,Employed persons per 1 000 inhabitants,2020,NA,Shared services,"Service, technical  and/or operating procedures"
Akershus universitetssykehus HF,NA,NA,Employed persons per 1 000 inhabitants,2021,NA,Shared services,"Service, technical  and/or operating procedures"
Akershus universitetssykehus HF,NA,NA,Contracted man-years unadjusted for long term leaves,2008,NA,Shared services,Other occupations
Akershus universitetssykehus HF,NA,NA,Contracted man-years unadjusted for long term leaves,2020,NA,Shared services,Other occupations
Akershus universitetssykehus HF,NA,NA,Contracted man-years unadjusted for long term leaves,2021,NA,Shared services,Other occupations
Akershus universitetssykehus HF,NA,NA,Contracted man-years adjusted for long term leaves per 1 000 inhabitants,2008,NA,Shared services,Other occupations
Akershus universitetssykehus HF,NA,NA,Contracted man-years adjusted for long term leaves per 1 000 inhabitants,2020,NA,Shared services,Other occupations
Akershus universitetssykehus HF,NA,NA,Contracted man-years adjusted for long term leaves per 1 000 inhabitants,2021,NA,Shared services,Other occupations
Akershus universitetssykehus HF,NA,NA,Employed persons per 1 000 inhabitants,2008,NA,Shared services,Other occupations
Akershus universitetssykehus HF,NA,NA,Employed persons per 1 000 inhabitants,2020,NA,Shared services,Other occupations
Akershus universitetssykehus HF,NA,NA,Employed persons per 1 000 inhabitants,2021,NA,Shared services,Other occupations
Sykehuset i Vestfold HF,NA,NA,Contracted man-years unadjusted for long term leaves,2008,NA,Total,"Man years, total"
Sykehuset i Vestfold HF,NA,NA,Contracted man-years unadjusted for long term leaves,2020,NA,Total,"Man years, total"
Sykehuset i Vestfold HF,NA,NA,Contracted man-years unadjusted for long term leaves,2021,NA,Total,"Man years, total"
Sykehuset i Vestfold HF,NA,NA,Contracted man-years adjusted for long term leaves per 1 000 inhabitants,2008,NA,Total,"Man years, total"
Sykehuset i Vestfold HF,NA,NA,Contracted man-years adjusted for long term leaves per 1 000 inhabitants,2020,NA,Total,"Man years, total"
Sykehuset i Vestfold HF,NA,NA,Contracted man-years adjusted for long term leaves per 1 000 inhabitants,2021,NA,Total,"Man years, total"
Sykehuset i Vestfold HF,NA,NA,Employed persons per 1 000 inhabitants,2008,NA,Total,"Man years, total"
Sykehuset i Vestfold HF,NA,NA,Employed persons per 1 000 inhabitants,2020,NA,Total,"Man years, total"
Sykehuset i Vestfold HF,NA,NA,Employed persons per 1 000 inhabitants,2021,NA,Total,"Man years, total"
Sykehuset i Vestfold HF,NA,NA,Contracted man-years unadjusted for long term leaves,2008,NA,Total,"Service, technical  and/or operating procedures"
Sykehuset i Vestfold HF,NA,NA,Contracted man-years unadjusted for long term leaves,2020,NA,Total,"Service, technical  and/or operating procedures"
Sykehuset i Vestfold HF,NA,NA,Contracted man-years unadjusted for long term leaves,2021,NA,Total,"Service, technical  and/or operating procedures"
Sykehuset i Vestfold HF,NA,NA,Contracted man-years adjusted for long term leaves per 1 000 inhabitants,2008,NA,Total,"Service, technical  and/or operating procedures"
Sykehuset i Vestfold HF,NA,NA,Contracted man-years adjusted for long term leaves per 1 000 inhabitants,2020,NA,Total,"Service, technical  and/or operating procedures"
Sykehuset i Vestfold HF,NA,NA,Contracted man-years adjusted for long term leaves per 1 000 inhabitants,2021,NA,Total,"Service, technical  and/or operating procedures"
Sykehuset i Vestfold HF,NA,NA,Employed persons per 1 000 inhabitants,2008,NA,Total,"Service, technical  and/or operating procedures"
Sykehuset i Vestfold HF,NA,NA,Employed persons per 1 000 inhabitants,2020,NA,Total,"Service, technical  and/or operating procedures"
Sykehuset i Vestfold HF,NA,NA,Employed persons per 1 000 inhabitants,2021,NA,Total,"Service, technical  and/or operating procedures"
Sykehuset i Vestfold HF,NA,NA,Contracted man-years unadjusted for long term leaves,2008,NA,Total,Other occupations
Sykehuset i Vestfold HF,NA,NA,Contracted man-years unadjusted for long term leaves,2020,NA,Total,Other occupations
Sykehuset i Vestfold HF,NA,NA,Contracted man-years unadjusted for long term leaves,2021,NA,Total,Other occupations
Sykehuset i Vestfold HF,NA,NA,Contracted man-years adjusted for long term leaves per 1 000 inhabitants,2008,NA,Total,Other occupations
Sykehuset i Vestfold HF,NA,NA,Contracted man-years adjusted for long term leaves per 1 000 inhabitants,2020,NA,Total,Other occupations
Sykehuset i Vestfold HF,NA,NA,Contracted man-years adjusted for long term leaves per 1 000 inhabitants,2021,NA,Total,Other occupations
Sykehuset i Vestfold HF,NA,NA,Employed persons per 1 000 inhabitants,2008,NA,Total,Other occupations
Sykehuset i Vestfold HF,NA,NA,Employed persons per 1 000 inhabitants,2020,NA,Total,Other occupations
Sykehuset i Vestfold HF,NA,NA,Employed persons per 1 000 inhabitants,2021,NA,Total,Other occupations
Sykehuset i Vestfold HF,NA,NA,Contracted man-years unadjusted for long term leaves,2008,NA,Ambulance service,"Man years, total"
Sykehuset i Vestfold HF,NA,NA,Contracted man-years unadjusted for long term leaves,2020,NA,Ambulance service,"Man years, total"
Sykehuset i Vestfold HF,NA,NA,Contracted man-years unadjusted for long term leaves,2021,NA,Ambulance service,"Man years, total"
Sykehuset i Vestfold HF,NA,NA,Contracted man-years adjusted for long term leaves per 1 000 inhabitants,2008,NA,Ambulance service,"Man years, total"
Sykehuset i Vestfold HF,NA,NA,Contracted man-years adjusted for long term leaves per 1 000 inhabitants,2020,NA,Ambulance service,"Man years, total"
Sykehuset i Vestfold HF,NA,NA,Contracted man-years adjusted for long term leaves per 1 000 inhabitants,2021,NA,Ambulance service,"Man years, total"
Sykehuset i Vestfold HF,NA,NA,Employed persons per 1 000 inhabitants,2008,NA,Ambulance service,"Man years, total"
Sykehuset i Vestfold HF,NA,NA,Employed persons per 1 000 inhabitants,2020,NA,Ambulance service,"Man years, total"
Sykehuset i Vestfold HF,NA,NA,Employed persons per 1 000 inhabitants,2021,NA,Ambulance service,"Man years, total"
Sykehuset i Vestfold HF,NA,NA,Contracted man-years unadjusted for long term leaves,2008,NA,Ambulance service,"Service, technical  and/or operating procedures"
Sykehuset i Vestfold HF,NA,NA,Contracted man-years unadjusted for long term leaves,2020,NA,Ambulance service,"Service, technical  and/or operating procedures"
Sykehuset i Vestfold HF,NA,NA,Contracted man-years unadjusted for long term leaves,2021,NA,Ambulance service,"Service, technical  and/or operating procedures"
Sykehuset i Vestfold HF,NA,NA,Contracted man-years adjusted for long term leaves per 1 000 inhabitants,2008,NA,Ambulance service,"Service, technical  and/or operating procedures"
Sykehuset i Vestfold HF,NA,NA,Contracted man-years adjusted for long term leaves per 1 000 inhabitants,2020,NA,Ambulance service,"Service, technical  and/or operating procedures"
Sykehuset i Vestfold HF,NA,NA,Contracted man-years adjusted for long term leaves per 1 000 inhabitants,2021,NA,Ambulance service,"Service, technical  and/or operating procedures"
Sykehuset i Vestfold HF,NA,NA,Employed persons per 1 000 inhabitants,2008,NA,Ambulance service,"Service, technical  and/or operating procedures"
Sykehuset i Vestfold HF,NA,NA,Employed persons per 1 000 inhabitants,2020,NA,Ambulance service,"Service, technical  and/or operating procedures"
Sykehuset i Vestfold HF,NA,NA,Employed persons per 1 000 inhabitants,2021,NA,Ambulance service,"Service, technical  and/or operating procedures"
Sykehuset i Vestfold HF,NA,NA,Contracted man-years unadjusted for long term leaves,2008,NA,Ambulance service,Other occupations
Sykehuset i Vestfold HF,NA,NA,Contracted man-years unadjusted for long term leaves,2020,NA,Ambulance service,Other occupations
Sykehuset i Vestfold HF,NA,NA,Contracted man-years unadjusted for long term leaves,2021,NA,Ambulance service,Other occupations
Sykehuset i Vestfold HF,NA,NA,Contracted man-years adjusted for long term leaves per 1 000 inhabitants,2008,NA,Ambulance service,Other occupations
Sykehuset i Vestfold HF,NA,NA,Contracted man-years adjusted for long term leaves per 1 000 inhabitants,2020,NA,Ambulance service,Other occupations
