health region,type of service,contents,year,value
Sykehuset Innlandet HF (2003-),Somatic health care,Day cases per 1 000 inhabitants,2002,0
Sykehuset Innlandet HF (2003-),Somatic health care,Day cases per 1 000 inhabitants,2020,NA
Sykehuset Innlandet HF (2003-),Somatic health care,Day cases per 1 000 inhabitants,2021,NA
Sykehuset Innlandet HF (2003-),Drug treatment (TSB),Beds,2002,0
Sykehuset Innlandet HF (2003-),Drug treatment (TSB),Beds,2020,49
Sykehuset Innlandet HF (2003-),Drug treatment (TSB),Beds,2021,49
Sykehuset Innlandet HF (2003-),Drug treatment (TSB),Out-patient consultations per 1 000 inhabitants,2002,0
Sykehuset Innlandet HF (2003-),Drug treatment (TSB),Out-patient consultations per 1 000 inhabitants,2020,NA
Sykehuset Innlandet HF (2003-),Drug treatment (TSB),Out-patient consultations per 1 000 inhabitants,2021,NA
Sykehuset Innlandet HF (2003-),Drug treatment (TSB),Day cases per 1 000 inhabitants,2002,0
Sykehuset Innlandet HF (2003-),Drug treatment (TSB),Day cases per 1 000 inhabitants,2020,NA
Sykehuset Innlandet HF (2003-),Drug treatment (TSB),Day cases per 1 000 inhabitants,2021,NA
Psykisk helsevern Østfold HF (2002),Total,Beds,2002,282
Psykisk helsevern Østfold HF (2002),Total,Beds,2020,0
Psykisk helsevern Østfold HF (2002),Total,Beds,2021,0
Psykisk helsevern Østfold HF (2002),Total,Out-patient consultations per 1 000 inhabitants,2002,NA
Psykisk helsevern Østfold HF (2002),Total,Out-patient consultations per 1 000 inhabitants,2020,0
Psykisk helsevern Østfold HF (2002),Total,Out-patient consultations per 1 000 inhabitants,2021,0
Psykisk helsevern Østfold HF (2002),Total,Day cases per 1 000 inhabitants,2002,NA
Psykisk helsevern Østfold HF (2002),Total,Day cases per 1 000 inhabitants,2020,0
Psykisk helsevern Østfold HF (2002),Total,Day cases per 1 000 inhabitants,2021,0
Psykisk helsevern Østfold HF (2002),Somatic health care,Beds,2002,0
Psykisk helsevern Østfold HF (2002),Somatic health care,Beds,2020,0
Psykisk helsevern Østfold HF (2002),Somatic health care,Beds,2021,0
Psykisk helsevern Østfold HF (2002),Somatic health care,Out-patient consultations per 1 000 inhabitants,2002,0
Psykisk helsevern Østfold HF (2002),Somatic health care,Out-patient consultations per 1 000 inhabitants,2020,0
Psykisk helsevern Østfold HF (2002),Somatic health care,Out-patient consultations per 1 000 inhabitants,2021,0
Psykisk helsevern Østfold HF (2002),Somatic health care,Day cases per 1 000 inhabitants,2002,0
Psykisk helsevern Østfold HF (2002),Somatic health care,Day cases per 1 000 inhabitants,2020,0
Psykisk helsevern Østfold HF (2002),Somatic health care,Day cases per 1 000 inhabitants,2021,0
Psykisk helsevern Østfold HF (2002),Drug treatment (TSB),Beds,2002,0
Psykisk helsevern Østfold HF (2002),Drug treatment (TSB),Beds,2020,0
Psykisk helsevern Østfold HF (2002),Drug treatment (TSB),Beds,2021,0
Psykisk helsevern Østfold HF (2002),Drug treatment (TSB),Out-patient consultations per 1 000 inhabitants,2002,0
Psykisk helsevern Østfold HF (2002),Drug treatment (TSB),Out-patient consultations per 1 000 inhabitants,2020,0
Psykisk helsevern Østfold HF (2002),Drug treatment (TSB),Out-patient consultations per 1 000 inhabitants,2021,0
Psykisk helsevern Østfold HF (2002),Drug treatment (TSB),Day cases per 1 000 inhabitants,2002,0
Psykisk helsevern Østfold HF (2002),Drug treatment (TSB),Day cases per 1 000 inhabitants,2020,0
Psykisk helsevern Østfold HF (2002),Drug treatment (TSB),Day cases per 1 000 inhabitants,2021,0
Sanderud sykehus HF (2002),Total,Beds,2002,121
Sanderud sykehus HF (2002),Total,Beds,2020,0
Sanderud sykehus HF (2002),Total,Beds,2021,0
Sanderud sykehus HF (2002),Total,Out-patient consultations per 1 000 inhabitants,2002,NA
Sanderud sykehus HF (2002),Total,Out-patient consultations per 1 000 inhabitants,2020,0
Sanderud sykehus HF (2002),Total,Out-patient consultations per 1 000 inhabitants,2021,0
Sanderud sykehus HF (2002),Total,Day cases per 1 000 inhabitants,2002,NA
Sanderud sykehus HF (2002),Total,Day cases per 1 000 inhabitants,2020,0
Sanderud sykehus HF (2002),Total,Day cases per 1 000 inhabitants,2021,0
Sanderud sykehus HF (2002),Somatic health care,Beds,2002,NA
Sanderud sykehus HF (2002),Somatic health care,Beds,2020,0
Sanderud sykehus HF (2002),Somatic health care,Beds,2021,0
Sanderud sykehus HF (2002),Somatic health care,Out-patient consultations per 1 000 inhabitants,2002,NA
Sanderud sykehus HF (2002),Somatic health care,Out-patient consultations per 1 000 inhabitants,2020,0
Sanderud sykehus HF (2002),Somatic health care,Out-patient consultations per 1 000 inhabitants,2021,0
Sanderud sykehus HF (2002),Somatic health care,Day cases per 1 000 inhabitants,2002,NA
Sanderud sykehus HF (2002),Somatic health care,Day cases per 1 000 inhabitants,2020,0
Sanderud sykehus HF (2002),Somatic health care,Day cases per 1 000 inhabitants,2021,0
Sanderud sykehus HF (2002),Drug treatment (TSB),Beds,2002,0
Sanderud sykehus HF (2002),Drug treatment (TSB),Beds,2020,0
Sanderud sykehus HF (2002),Drug treatment (TSB),Beds,2021,0
Sanderud sykehus HF (2002),Drug treatment (TSB),Out-patient consultations per 1 000 inhabitants,2002,0
Sanderud sykehus HF (2002),Drug treatment (TSB),Out-patient consultations per 1 000 inhabitants,2020,0
Sanderud sykehus HF (2002),Drug treatment (TSB),Out-patient consultations per 1 000 inhabitants,2021,0
Sanderud sykehus HF (2002),Drug treatment (TSB),Day cases per 1 000 inhabitants,2002,0
Sanderud sykehus HF (2002),Drug treatment (TSB),Day cases per 1 000 inhabitants,2020,0
Sanderud sykehus HF (2002),Drug treatment (TSB),Day cases per 1 000 inhabitants,2021,0
Sentralsjukehuset i Hedmark HF (2002),Total,Beds,2002,336
Sentralsjukehuset i Hedmark HF (2002),Total,Beds,2020,0
Sentralsjukehuset i Hedmark HF (2002),Total,Beds,2021,0
Sentralsjukehuset i Hedmark HF (2002),Total,Out-patient consultations per 1 000 inhabitants,2002,NA
Sentralsjukehuset i Hedmark HF (2002),Total,Out-patient consultations per 1 000 inhabitants,2020,0
Sentralsjukehuset i Hedmark HF (2002),Total,Out-patient consultations per 1 000 inhabitants,2021,0
Sentralsjukehuset i Hedmark HF (2002),Total,Day cases per 1 000 inhabitants,2002,NA
Sentralsjukehuset i Hedmark HF (2002),Total,Day cases per 1 000 inhabitants,2020,0
Sentralsjukehuset i Hedmark HF (2002),Total,Day cases per 1 000 inhabitants,2021,0
Sentralsjukehuset i Hedmark HF (2002),Somatic health care,Beds,2002,336
Sentralsjukehuset i Hedmark HF (2002),Somatic health care,Beds,2020,0
Sentralsjukehuset i Hedmark HF (2002),Somatic health care,Beds,2021,0
Sentralsjukehuset i Hedmark HF (2002),Somatic health care,Out-patient consultations per 1 000 inhabitants,2002,NA
Sentralsjukehuset i Hedmark HF (2002),Somatic health care,Out-patient consultations per 1 000 inhabitants,2020,0
Sentralsjukehuset i Hedmark HF (2002),Somatic health care,Out-patient consultations per 1 000 inhabitants,2021,0
Sentralsjukehuset i Hedmark HF (2002),Somatic health care,Day cases per 1 000 inhabitants,2002,NA
Sentralsjukehuset i Hedmark HF (2002),Somatic health care,Day cases per 1 000 inhabitants,2020,0
Sentralsjukehuset i Hedmark HF (2002),Somatic health care,Day cases per 1 000 inhabitants,2021,0
Sentralsjukehuset i Hedmark HF (2002),Drug treatment (TSB),Beds,2002,0
Sentralsjukehuset i Hedmark HF (2002),Drug treatment (TSB),Beds,2020,0
Sentralsjukehuset i Hedmark HF (2002),Drug treatment (TSB),Beds,2021,0
Sentralsjukehuset i Hedmark HF (2002),Drug treatment (TSB),Out-patient consultations per 1 000 inhabitants,2002,0
Sentralsjukehuset i Hedmark HF (2002),Drug treatment (TSB),Out-patient consultations per 1 000 inhabitants,2020,0
Sentralsjukehuset i Hedmark HF (2002),Drug treatment (TSB),Out-patient consultations per 1 000 inhabitants,2021,0
Sentralsjukehuset i Hedmark HF (2002),Drug treatment (TSB),Day cases per 1 000 inhabitants,2002,0
Sentralsjukehuset i Hedmark HF (2002),Drug treatment (TSB),Day cases per 1 000 inhabitants,2020,0
Sentralsjukehuset i Hedmark HF (2002),Drug treatment (TSB),Day cases per 1 000 inhabitants,2021,0
Ski sykehus HF (2002),Total,Beds,2002,48
Ski sykehus HF (2002),Total,Beds,2020,0
Ski sykehus HF (2002),Total,Beds,2021,0
Ski sykehus HF (2002),Total,Out-patient consultations per 1 000 inhabitants,2002,NA
Ski sykehus HF (2002),Total,Out-patient consultations per 1 000 inhabitants,2020,0
Ski sykehus HF (2002),Total,Out-patient consultations per 1 000 inhabitants,2021,0
Ski sykehus HF (2002),Total,Day cases per 1 000 inhabitants,2002,NA
Ski sykehus HF (2002),Total,Day cases per 1 000 inhabitants,2020,0
Ski sykehus HF (2002),Total,Day cases per 1 000 inhabitants,2021,0
Ski sykehus HF (2002),Somatic health care,Beds,2002,48
Ski sykehus HF (2002),Somatic health care,Beds,2020,0
Ski sykehus HF (2002),Somatic health care,Beds,2021,0
Ski sykehus HF (2002),Somatic health care,Out-patient consultations per 1 000 inhabitants,2002,NA
Ski sykehus HF (2002),Somatic health care,Out-patient consultations per 1 000 inhabitants,2020,0
Ski sykehus HF (2002),Somatic health care,Out-patient consultations per 1 000 inhabitants,2021,0
Ski sykehus HF (2002),Somatic health care,Day cases per 1 000 inhabitants,2002,NA
Ski sykehus HF (2002),Somatic health care,Day cases per 1 000 inhabitants,2020,0
Ski sykehus HF (2002),Somatic health care,Day cases per 1 000 inhabitants,2021,0
Ski sykehus HF (2002),Drug treatment (TSB),Beds,2002,0
Ski sykehus HF (2002),Drug treatment (TSB),Beds,2020,0
Ski sykehus HF (2002),Drug treatment (TSB),Beds,2021,0
Ski sykehus HF (2002),Drug treatment (TSB),Out-patient consultations per 1 000 inhabitants,2002,0
Ski sykehus HF (2002),Drug treatment (TSB),Out-patient consultations per 1 000 inhabitants,2020,0
Ski sykehus HF (2002),Drug treatment (TSB),Out-patient consultations per 1 000 inhabitants,2021,0
Ski sykehus HF (2002),Drug treatment (TSB),Day cases per 1 000 inhabitants,2002,0
Ski sykehus HF (2002),Drug treatment (TSB),Day cases per 1 000 inhabitants,2020,0
Ski sykehus HF (2002),Drug treatment (TSB),Day cases per 1 000 inhabitants,2021,0
Tynset sjukehus HF (2002),Total,Beds,2002,56
Tynset sjukehus HF (2002),Total,Beds,2020,0
Tynset sjukehus HF (2002),Total,Beds,2021,0
Tynset sjukehus HF (2002),Total,Out-patient consultations per 1 000 inhabitants,2002,NA
Tynset sjukehus HF (2002),Total,Out-patient consultations per 1 000 inhabitants,2020,0
Tynset sjukehus HF (2002),Total,Out-patient consultations per 1 000 inhabitants,2021,0
Tynset sjukehus HF (2002),Total,Day cases per 1 000 inhabitants,2002,NA
Tynset sjukehus HF (2002),Total,Day cases per 1 000 inhabitants,2020,0
Tynset sjukehus HF (2002),Total,Day cases per 1 000 inhabitants,2021,0
Tynset sjukehus HF (2002),Somatic health care,Beds,2002,46
Tynset sjukehus HF (2002),Somatic health care,Beds,2020,0
Tynset sjukehus HF (2002),Somatic health care,Beds,2021,0
Tynset sjukehus HF (2002),Somatic health care,Out-patient consultations per 1 000 inhabitants,2002,NA
Tynset sjukehus HF (2002),Somatic health care,Out-patient consultations per 1 000 inhabitants,2020,0
Tynset sjukehus HF (2002),Somatic health care,Out-patient consultations per 1 000 inhabitants,2021,0
Tynset sjukehus HF (2002),Somatic health care,Day cases per 1 000 inhabitants,2002,NA
Tynset sjukehus HF (2002),Somatic health care,Day cases per 1 000 inhabitants,2020,0
Tynset sjukehus HF (2002),Somatic health care,Day cases per 1 000 inhabitants,2021,0
Tynset sjukehus HF (2002),Drug treatment (TSB),Beds,2002,0
Tynset sjukehus HF (2002),Drug treatment (TSB),Beds,2020,0
Tynset sjukehus HF (2002),Drug treatment (TSB),Beds,2021,0
Tynset sjukehus HF (2002),Drug treatment (TSB),Out-patient consultations per 1 000 inhabitants,2002,0
Tynset sjukehus HF (2002),Drug treatment (TSB),Out-patient consultations per 1 000 inhabitants,2020,0
Tynset sjukehus HF (2002),Drug treatment (TSB),Out-patient consultations per 1 000 inhabitants,2021,0
Tynset sjukehus HF (2002),Drug treatment (TSB),Day cases per 1 000 inhabitants,2002,0
Tynset sjukehus HF (2002),Drug treatment (TSB),Day cases per 1 000 inhabitants,2020,0
Tynset sjukehus HF (2002),Drug treatment (TSB),Day cases per 1 000 inhabitants,2021,0
Ullevål universitetssykehus HF (2002-2008),Total,Beds,2002,1220
Ullevål universitetssykehus HF (2002-2008),Total,Beds,2020,0
Ullevål universitetssykehus HF (2002-2008),Total,Beds,2021,0
Ullevål universitetssykehus HF (2002-2008),Total,Out-patient consultations per 1 000 inhabitants,2002,NA
Ullevål universitetssykehus HF (2002-2008),Total,Out-patient consultations per 1 000 inhabitants,2020,0
Ullevål universitetssykehus HF (2002-2008),Total,Out-patient consultations per 1 000 inhabitants,2021,0
Ullevål universitetssykehus HF (2002-2008),Total,Day cases per 1 000 inhabitants,2002,NA
Ullevål universitetssykehus HF (2002-2008),Total,Day cases per 1 000 inhabitants,2020,0
Ullevål universitetssykehus HF (2002-2008),Total,Day cases per 1 000 inhabitants,2021,0
Ullevål universitetssykehus HF (2002-2008),Somatic health care,Beds,2002,788
Ullevål universitetssykehus HF (2002-2008),Somatic health care,Beds,2020,0
Ullevål universitetssykehus HF (2002-2008),Somatic health care,Beds,2021,0
Ullevål universitetssykehus HF (2002-2008),Somatic health care,Out-patient consultations per 1 000 inhabitants,2002,NA
Ullevål universitetssykehus HF (2002-2008),Somatic health care,Out-patient consultations per 1 000 inhabitants,2020,0
Ullevål universitetssykehus HF (2002-2008),Somatic health care,Out-patient consultations per 1 000 inhabitants,2021,0
Ullevål universitetssykehus HF (2002-2008),Somatic health care,Day cases per 1 000 inhabitants,2002,NA
Ullevål universitetssykehus HF (2002-2008),Somatic health care,Day cases per 1 000 inhabitants,2020,0
Ullevål universitetssykehus HF (2002-2008),Somatic health care,Day cases per 1 000 inhabitants,2021,0
Ullevål universitetssykehus HF (2002-2008),Drug treatment (TSB),Beds,2002,0
Ullevål universitetssykehus HF (2002-2008),Drug treatment (TSB),Beds,2020,0
Ullevål universitetssykehus HF (2002-2008),Drug treatment (TSB),Beds,2021,0
Ullevål universitetssykehus HF (2002-2008),Drug treatment (TSB),Out-patient consultations per 1 000 inhabitants,2002,0
Ullevål universitetssykehus HF (2002-2008),Drug treatment (TSB),Out-patient consultations per 1 000 inhabitants,2020,0
Ullevål universitetssykehus HF (2002-2008),Drug treatment (TSB),Out-patient consultations per 1 000 inhabitants,2021,0
Ullevål universitetssykehus HF (2002-2008),Drug treatment (TSB),Day cases per 1 000 inhabitants,2002,0
Ullevål universitetssykehus HF (2002-2008),Drug treatment (TSB),Day cases per 1 000 inhabitants,2020,0
Ullevål universitetssykehus HF (2002-2008),Drug treatment (TSB),Day cases per 1 000 inhabitants,2021,0
Psykisk helsevern i Sør Trøndelag HF (2002),Total,Beds,2002,305
Psykisk helsevern i Sør Trøndelag HF (2002),Total,Beds,2020,0
Psykisk helsevern i Sør Trøndelag HF (2002),Total,Beds,2021,0
Psykisk helsevern i Sør Trøndelag HF (2002),Total,Out-patient consultations per 1 000 inhabitants,2002,NA
Psykisk helsevern i Sør Trøndelag HF (2002),Total,Out-patient consultations per 1 000 inhabitants,2020,0
Psykisk helsevern i Sør Trøndelag HF (2002),Total,Out-patient consultations per 1 000 inhabitants,2021,0
Psykisk helsevern i Sør Trøndelag HF (2002),Total,Day cases per 1 000 inhabitants,2002,NA
Psykisk helsevern i Sør Trøndelag HF (2002),Total,Day cases per 1 000 inhabitants,2020,0
Psykisk helsevern i Sør Trøndelag HF (2002),Total,Day cases per 1 000 inhabitants,2021,0
Psykisk helsevern i Sør Trøndelag HF (2002),Somatic health care,Beds,2002,NA
Psykisk helsevern i Sør Trøndelag HF (2002),Somatic health care,Beds,2020,0
Psykisk helsevern i Sør Trøndelag HF (2002),Somatic health care,Beds,2021,0
Psykisk helsevern i Sør Trøndelag HF (2002),Somatic health care,Out-patient consultations per 1 000 inhabitants,2002,NA
Psykisk helsevern i Sør Trøndelag HF (2002),Somatic health care,Out-patient consultations per 1 000 inhabitants,2020,0
Psykisk helsevern i Sør Trøndelag HF (2002),Somatic health care,Out-patient consultations per 1 000 inhabitants,2021,0
Psykisk helsevern i Sør Trøndelag HF (2002),Somatic health care,Day cases per 1 000 inhabitants,2002,NA
Psykisk helsevern i Sør Trøndelag HF (2002),Somatic health care,Day cases per 1 000 inhabitants,2020,0
Psykisk helsevern i Sør Trøndelag HF (2002),Somatic health care,Day cases per 1 000 inhabitants,2021,0
Psykisk helsevern i Sør Trøndelag HF (2002),Drug treatment (TSB),Beds,2002,0
Psykisk helsevern i Sør Trøndelag HF (2002),Drug treatment (TSB),Beds,2020,0
Psykisk helsevern i Sør Trøndelag HF (2002),Drug treatment (TSB),Beds,2021,0
Psykisk helsevern i Sør Trøndelag HF (2002),Drug treatment (TSB),Out-patient consultations per 1 000 inhabitants,2002,0
Psykisk helsevern i Sør Trøndelag HF (2002),Drug treatment (TSB),Out-patient consultations per 1 000 inhabitants,2020,0
Psykisk helsevern i Sør Trøndelag HF (2002),Drug treatment (TSB),Out-patient consultations per 1 000 inhabitants,2021,0
Psykisk helsevern i Sør Trøndelag HF (2002),Drug treatment (TSB),Day cases per 1 000 inhabitants,2002,0
Psykisk helsevern i Sør Trøndelag HF (2002),Drug treatment (TSB),Day cases per 1 000 inhabitants,2020,0
Psykisk helsevern i Sør Trøndelag HF (2002),Drug treatment (TSB),Day cases per 1 000 inhabitants,2021,0
Hålogalandssykehuset HF (2002-2006),Total,Beds,2002,373
Hålogalandssykehuset HF (2002-2006),Total,Beds,2020,0
Hålogalandssykehuset HF (2002-2006),Total,Beds,2021,0
Hålogalandssykehuset HF (2002-2006),Total,Out-patient consultations per 1 000 inhabitants,2002,NA
Hålogalandssykehuset HF (2002-2006),Total,Out-patient consultations per 1 000 inhabitants,2020,0
Hålogalandssykehuset HF (2002-2006),Total,Out-patient consultations per 1 000 inhabitants,2021,0
Hålogalandssykehuset HF (2002-2006),Total,Day cases per 1 000 inhabitants,2002,NA
Hålogalandssykehuset HF (2002-2006),Total,Day cases per 1 000 inhabitants,2020,0
Hålogalandssykehuset HF (2002-2006),Total,Day cases per 1 000 inhabitants,2021,0
Hålogalandssykehuset HF (2002-2006),Somatic health care,Beds,2002,315
Hålogalandssykehuset HF (2002-2006),Somatic health care,Beds,2020,0
Hålogalandssykehuset HF (2002-2006),Somatic health care,Beds,2021,0
Hålogalandssykehuset HF (2002-2006),Somatic health care,Out-patient consultations per 1 000 inhabitants,2002,NA
Hålogalandssykehuset HF (2002-2006),Somatic health care,Out-patient consultations per 1 000 inhabitants,2020,0
Hålogalandssykehuset HF (2002-2006),Somatic health care,Out-patient consultations per 1 000 inhabitants,2021,0
Hålogalandssykehuset HF (2002-2006),Somatic health care,Day cases per 1 000 inhabitants,2002,NA
Hålogalandssykehuset HF (2002-2006),Somatic health care,Day cases per 1 000 inhabitants,2020,0
Hålogalandssykehuset HF (2002-2006),Somatic health care,Day cases per 1 000 inhabitants,2021,0
Hålogalandssykehuset HF (2002-2006),Drug treatment (TSB),Beds,2002,0
Hålogalandssykehuset HF (2002-2006),Drug treatment (TSB),Beds,2020,0
Hålogalandssykehuset HF (2002-2006),Drug treatment (TSB),Beds,2021,0
Hålogalandssykehuset HF (2002-2006),Drug treatment (TSB),Out-patient consultations per 1 000 inhabitants,2002,0
Hålogalandssykehuset HF (2002-2006),Drug treatment (TSB),Out-patient consultations per 1 000 inhabitants,2020,0
Hålogalandssykehuset HF (2002-2006),Drug treatment (TSB),Out-patient consultations per 1 000 inhabitants,2021,0
Hålogalandssykehuset HF (2002-2006),Drug treatment (TSB),Day cases per 1 000 inhabitants,2002,0
Hålogalandssykehuset HF (2002-2006),Drug treatment (TSB),Day cases per 1 000 inhabitants,2020,0
Hålogalandssykehuset HF (2002-2006),Drug treatment (TSB),Day cases per 1 000 inhabitants,2021,0
Det Norske Radiumhospital HF (2002-2004),Total,Beds,2002,346
Det Norske Radiumhospital HF (2002-2004),Total,Beds,2020,0
Det Norske Radiumhospital HF (2002-2004),Total,Beds,2021,0
Det Norske Radiumhospital HF (2002-2004),Total,Out-patient consultations per 1 000 inhabitants,2002,NA
Det Norske Radiumhospital HF (2002-2004),Total,Out-patient consultations per 1 000 inhabitants,2020,0
Det Norske Radiumhospital HF (2002-2004),Total,Out-patient consultations per 1 000 inhabitants,2021,0
Det Norske Radiumhospital HF (2002-2004),Total,Day cases per 1 000 inhabitants,2002,NA
Det Norske Radiumhospital HF (2002-2004),Total,Day cases per 1 000 inhabitants,2020,0
Det Norske Radiumhospital HF (2002-2004),Total,Day cases per 1 000 inhabitants,2021,0
Det Norske Radiumhospital HF (2002-2004),Somatic health care,Beds,2002,346
Det Norske Radiumhospital HF (2002-2004),Somatic health care,Beds,2020,0
Det Norske Radiumhospital HF (2002-2004),Somatic health care,Beds,2021,0
Det Norske Radiumhospital HF (2002-2004),Somatic health care,Out-patient consultations per 1 000 inhabitants,2002,NA
Det Norske Radiumhospital HF (2002-2004),Somatic health care,Out-patient consultations per 1 000 inhabitants,2020,0
Det Norske Radiumhospital HF (2002-2004),Somatic health care,Out-patient consultations per 1 000 inhabitants,2021,0
Det Norske Radiumhospital HF (2002-2004),Somatic health care,Day cases per 1 000 inhabitants,2002,NA
Det Norske Radiumhospital HF (2002-2004),Somatic health care,Day cases per 1 000 inhabitants,2020,0
Det Norske Radiumhospital HF (2002-2004),Somatic health care,Day cases per 1 000 inhabitants,2021,0
Det Norske Radiumhospital HF (2002-2004),Drug treatment (TSB),Beds,2002,0
Det Norske Radiumhospital HF (2002-2004),Drug treatment (TSB),Beds,2020,0
Det Norske Radiumhospital HF (2002-2004),Drug treatment (TSB),Beds,2021,0
Det Norske Radiumhospital HF (2002-2004),Drug treatment (TSB),Out-patient consultations per 1 000 inhabitants,2002,0
Det Norske Radiumhospital HF (2002-2004),Drug treatment (TSB),Out-patient consultations per 1 000 inhabitants,2020,0
Det Norske Radiumhospital HF (2002-2004),Drug treatment (TSB),Out-patient consultations per 1 000 inhabitants,2021,0
Det Norske Radiumhospital HF (2002-2004),Drug treatment (TSB),Day cases per 1 000 inhabitants,2002,0
Det Norske Radiumhospital HF (2002-2004),Drug treatment (TSB),Day cases per 1 000 inhabitants,2020,0
Det Norske Radiumhospital HF (2002-2004),Drug treatment (TSB),Day cases per 1 000 inhabitants,2021,0
Rikshospitalet HF (2002-2004),Total,Beds,2002,579
Rikshospitalet HF (2002-2004),Total,Beds,2020,0
Rikshospitalet HF (2002-2004),Total,Beds,2021,0
Rikshospitalet HF (2002-2004),Total,Out-patient consultations per 1 000 inhabitants,2002,NA
Rikshospitalet HF (2002-2004),Total,Out-patient consultations per 1 000 inhabitants,2020,0
Rikshospitalet HF (2002-2004),Total,Out-patient consultations per 1 000 inhabitants,2021,0
Rikshospitalet HF (2002-2004),Total,Day cases per 1 000 inhabitants,2002,NA
Rikshospitalet HF (2002-2004),Total,Day cases per 1 000 inhabitants,2020,0
Rikshospitalet HF (2002-2004),Total,Day cases per 1 000 inhabitants,2021,0
Rikshospitalet HF (2002-2004),Somatic health care,Beds,2002,579
Rikshospitalet HF (2002-2004),Somatic health care,Beds,2020,0
Rikshospitalet HF (2002-2004),Somatic health care,Beds,2021,0
Rikshospitalet HF (2002-2004),Somatic health care,Out-patient consultations per 1 000 inhabitants,2002,NA
Rikshospitalet HF (2002-2004),Somatic health care,Out-patient consultations per 1 000 inhabitants,2020,0
Rikshospitalet HF (2002-2004),Somatic health care,Out-patient consultations per 1 000 inhabitants,2021,0
Rikshospitalet HF (2002-2004),Somatic health care,Day cases per 1 000 inhabitants,2002,NA
Rikshospitalet HF (2002-2004),Somatic health care,Day cases per 1 000 inhabitants,2020,0
Rikshospitalet HF (2002-2004),Somatic health care,Day cases per 1 000 inhabitants,2021,0
Rikshospitalet HF (2002-2004),Drug treatment (TSB),Beds,2002,0
Rikshospitalet HF (2002-2004),Drug treatment (TSB),Beds,2020,0
Rikshospitalet HF (2002-2004),Drug treatment (TSB),Beds,2021,0
Rikshospitalet HF (2002-2004),Drug treatment (TSB),Out-patient consultations per 1 000 inhabitants,2002,0
Rikshospitalet HF (2002-2004),Drug treatment (TSB),Out-patient consultations per 1 000 inhabitants,2020,0
Rikshospitalet HF (2002-2004),Drug treatment (TSB),Out-patient consultations per 1 000 inhabitants,2021,0
Rikshospitalet HF (2002-2004),Drug treatment (TSB),Day cases per 1 000 inhabitants,2002,0
Rikshospitalet HF (2002-2004),Drug treatment (TSB),Day cases per 1 000 inhabitants,2020,0
Rikshospitalet HF (2002-2004),Drug treatment (TSB),Day cases per 1 000 inhabitants,2021,0
Sørlandet sykehus HF (2003-),Total,Beds,2002,0
Sørlandet sykehus HF (2003-),Total,Beds,2020,732
Sørlandet sykehus HF (2003-),Total,Beds,2021,730
Sørlandet sykehus HF (2003-),Total,Out-patient consultations per 1 000 inhabitants,2002,0
Sørlandet sykehus HF (2003-),Total,Out-patient consultations per 1 000 inhabitants,2020,NA
Sørlandet sykehus HF (2003-),Total,Out-patient consultations per 1 000 inhabitants,2021,NA
Sørlandet sykehus HF (2003-),Total,Day cases per 1 000 inhabitants,2002,0
Sørlandet sykehus HF (2003-),Total,Day cases per 1 000 inhabitants,2020,NA
Sørlandet sykehus HF (2003-),Total,Day cases per 1 000 inhabitants,2021,NA
Sørlandet sykehus HF (2003-),Somatic health care,Beds,2002,0
Sørlandet sykehus HF (2003-),Somatic health care,Beds,2020,469
Sørlandet sykehus HF (2003-),Somatic health care,Beds,2021,467
Sørlandet sykehus HF (2003-),Somatic health care,Out-patient consultations per 1 000 inhabitants,2002,0
Sørlandet sykehus HF (2003-),Somatic health care,Out-patient consultations per 1 000 inhabitants,2020,NA
Sørlandet sykehus HF (2003-),Somatic health care,Out-patient consultations per 1 000 inhabitants,2021,NA
Sørlandet sykehus HF (2003-),Somatic health care,Day cases per 1 000 inhabitants,2002,0
Sørlandet sykehus HF (2003-),Somatic health care,Day cases per 1 000 inhabitants,2020,NA
Sørlandet sykehus HF (2003-),Somatic health care,Day cases per 1 000 inhabitants,2021,NA
Sørlandet sykehus HF (2003-),Drug treatment (TSB),Beds,2002,0
Sørlandet sykehus HF (2003-),Drug treatment (TSB),Beds,2020,73
Sørlandet sykehus HF (2003-),Drug treatment (TSB),Beds,2021,73
Sørlandet sykehus HF (2003-),Drug treatment (TSB),Out-patient consultations per 1 000 inhabitants,2002,0
Sørlandet sykehus HF (2003-),Drug treatment (TSB),Out-patient consultations per 1 000 inhabitants,2020,NA
Sørlandet sykehus HF (2003-),Drug treatment (TSB),Out-patient consultations per 1 000 inhabitants,2021,NA
Sørlandet sykehus HF (2003-),Drug treatment (TSB),Day cases per 1 000 inhabitants,2002,0
Sørlandet sykehus HF (2003-),Drug treatment (TSB),Day cases per 1 000 inhabitants,2020,NA
Sørlandet sykehus HF (2003-),Drug treatment (TSB),Day cases per 1 000 inhabitants,2021,NA
Aust-Agder Sykehus HF (2002),Total,Beds,2002,414
Aust-Agder Sykehus HF (2002),Total,Beds,2020,0
Aust-Agder Sykehus HF (2002),Total,Beds,2021,0
Aust-Agder Sykehus HF (2002),Total,Out-patient consultations per 1 000 inhabitants,2002,NA
Aust-Agder Sykehus HF (2002),Total,Out-patient consultations per 1 000 inhabitants,2020,0
Aust-Agder Sykehus HF (2002),Total,Out-patient consultations per 1 000 inhabitants,2021,0
Aust-Agder Sykehus HF (2002),Total,Day cases per 1 000 inhabitants,2002,NA
